"Data may not sum to totals due to rounding."
""
"Data include the civilian noninstitutionalized population in the United States."

"Sources"
"KFF estimates based on the 2008-2023 American Community Survey, 1-Year Estimates."

"Definitions"
"*Employer Only*: Includes those covered by employer-sponsored coverage either through their own job or as a dependent in the same household."
""
"*Non-Group Only*: Includes individuals and families who purchased or are covered as a dependent by non-group insurance."
""
"*Medicaid and Private Insurance*: Includes those covered by Medicaid and private insurance through an employer or non-group insurance."
""
"*Medicaid and Medicare*: Includes those covered by both Medicaid and Medicare, also known as dual eligibles."
""
"*Medicaid Only*: Includes those covered by Medicaid, Medical Assistance, Children's Health Insurance Plan (CHIP) or any kind of government-assistance plan for those with low incomes or a disability."
""
"*Medicare and Private Insurance*: Includes those covered by Medicare and private insurance through an employer or non-group insurance."
""
"*Medicare Only*:  Includes those covered by Medicare alone. "
""
"*Military*: Includes those covered under the military or Veterans Administration."
""
"*Uninsured*: Includes those without health insurance and those who have coverage under the Indian Health Service only."
""
"*N/A*: Estimates with relative standard errors greater than 30% are not provided."


Footnotes
"1. US total excludes Puerto Rico."
